zone_id,dekad_start,rain_mm,rain_anomaly,rain_available_at,ndvi,ndvi_anomaly,ndvi_available_at
z_ke_mandera_south,2014-10-21,13.15,9.48,2014-11-05T06:00:00+00:00,0.2548,0.0048,2014-11-08T06:00:00+00:00
z_ke_mandera_south,2014-11-01,6.3,-2.87,2014-11-15T06:00:00+00:00,0.2541,0.0041,2014-11-18T06:00:00+00:00
z_ke_mandera_south,2014-11-11,6.87,-6.18,2014-11-25T06:00:00+00:00,0.2469,-0.0031,2014-11-28T06:00:00+00:00
z_ke_mandera_south,2014-11-21,16.18,0.77,2014-12-05T06:00:00+00:00,0.2516,0.0016,2014-12-08T06:00:00+00:00
z_ke_mandera_south,2014-12-01,8.29,-7.66,2014-12-15T06:00:00+00:00,0.2329,-0.0171,2014-12-18T06:00:00+00:00
z_ke_mandera_south,2014-12-11,17.61,2.98,2014-12-25T06:00:00+00:00,0.2334,-0.0166,2014-12-28T06:00:00+00:00
z_ke_mandera_south,2014-12-21,14.83,3.23,2015-01-05T06:00:00+00:00,0.2526,0.0026,2015-01-08T06:00:00+00:00
z_ke_mandera_south,2015-01-01,7.68,1.1,2015-01-15T06:00:00+00:00,0.2475,-0.0025,2015-01-18T06:00:00+00:00
z_ke_mandera_south,2015-01-11,0.0,-1.28,2015-01-25T06:00:00+00:00,0.237,-0.013,2015-01-28T06:00:00+00:00
z_ke_mandera_south,2015-01-21,0.0,0.0,2015-02-05T06:00:00+00:00,0.2354,-0.0146,2015-02-08T06:00:00+00:00
z_ke_mandera_south,2015-02-01,0.0,0.0,2015-02-15T06:00:00+00:00,0.2275,-0.0225,2015-02-18T06:00:00+00:00
z_ke_mandera_south,2015-02-11,2.97,0.28,2015-02-25T06:00:00+00:00,0.2441,-0.0059,2015-02-28T06:00:00+00:00
z_ke_mandera_south,2015-02-21,7.57,1.18,2015-03-05T06:00:00+00:00,0.242,-0.008,2015-03-08T06:00:00+00:00
z_ke_mandera_south,2015-03-01,10.98,1.76,2015-03-15T06:00:00+00:00,0.2403,-0.0097,2015-03-18T06:00:00+00:00
z_ke_mandera_south,2015-03-11,17.87,5.37,2015-03-25T06:00:00+00:00,0.2608,-0.0079,2015-03-28T06:00:00+00:00
z_ke_mandera_south,2015-03-21,20.72,5.31,2015-04-05T06:00:00+00:00,0.2753,-0.0237,2015-04-08T06:00:00+00:00
z_ke_mandera_south,2015-04-01,14.08,-4.01,2015-04-15T06:00:00+00:00,0.2936,-0.0372,2015-04-18T06:00:00+00:00
z_ke_mandera_south,2015-04-11,22.09,2.12,2015-04-25T06:00:00+00:00,0.3237,-0.0335,2015-04-28T06:00:00+00:00
z_ke_mandera_south,2015-04-21,26.26,1.54,2015-05-05T06:00:00+00:00,0.3686,-0.0117,2015-05-08T06:00:00+00:00
z_ke_mandera_south,2015-05-01,37.47,7.02,2015-05-15T06:00:00+00:00,0.395,-0.0047,2015-05-18T06:00:00+00:00
z_ke_mandera_south,2015-05-11,39.44,4.92,2015-05-25T06:00:00+00:00,0.4181,0.0036,2015-05-28T06:00:00+00:00
z_ke_mandera_south,2015-05-21,37.92,1.44,2015-06-05T06:00:00+00:00,0.4347,0.0101,2015-06-08T06:00:00+00:00
z_ke_mandera_south,2015-06-01,53.92,18.08,2015-06-15T06:00:00+00:00,0.446,0.0163,2015-06-18T06:00:00+00:00
z_ke_mandera_south,2015-06-11,36.37,3.7,2015-06-25T06:00:00+00:00,0.4387,0.0099,2015-06-28T06:00:00+00:00
z_ke_mandera_south,2015-06-21,36.66,9.41,2015-07-05T06:00:00+00:00,0.4343,0.0117,2015-07-08T06:00:00+00:00
z_ke_mandera_south,2015-07-01,26.6,6.59,2015-07-15T06:00:00+00:00,0.4228,0.0115,2015-07-18T06:00:00+00:00
z_ke_mandera_south,2015-07-11,19.1,7.59,2015-07-25T06:00:00+00:00,0.4055,0.0103,2015-07-28T06:00:00+00:00
z_ke_mandera_south,2015-07-21,13.91,8.11,2015-08-05T06:00:00+00:00,0.4074,0.0325,2015-08-08T06:00:00+00:00
z_ke_mandera_south,2015-08-01,0.6,-1.11,2015-08-15T06:00:00+00:00,0.3814,0.0332,2015-08-18T06:00:00+00:00
z_ke_mandera_south,2015-08-11,6.39,6.39,2015-08-25T06:00:00+00:00,0.361,0.04,2015-08-28T06:00:00+00:00
z_ke_mandera_south,2015-08-21,0.5,0.5,2015-09-05T06:00:00+00:00,0.3275,0.0358,2015-09-08T06:00:00+00:00
z_ke_mandera_south,2015-09-01,16.17,16.17,2015-09-15T06:00:00+00:00,0.3239,0.066,2015-09-18T06:00:00+00:00
z_ke_mandera_south,2015-09-11,0.0,0.0,2015-09-25T06:00:00+00:00,0.287,0.037,2015-09-28T06:00:00+00:00
z_ke_mandera_south,2015-09-21,0.0,0.0,2015-10-05T06:00:00+00:00,0.2873,0.0373,2015-10-08T06:00:00+00:00
z_ke_mandera_south,2015-10-01,0.0,0.0,2015-10-15T06:00:00+00:00,0.2578,0.0078,2015-10-18T06:00:00+00:00
z_ke_mandera_south,2015-10-11,0.0,0.0,2015-10-25T06:00:00+00:00,0.2511,0.0011,2015-10-28T06:00:00+00:00
z_ke_mandera_south,2015-10-21,1.67,-2.0,2015-11-05T06:00:00+00:00,0.2422,-0.0078,2015-11-08T06:00:00+00:00
z_ke_mandera_south,2015-11-01,25.37,16.2,2015-11-15T06:00:00+00:00,0.2563,0.0063,2015-11-18T06:00:00+00:00
z_ke_mandera_south,2015-11-11,3.14,-9.91,2015-11-25T06:00:00+00:00,0.2434,-0.0066,2015-11-28T06:00:00+00:00
z_ke_mandera_south,2015-11-21,8.05,-7.36,2015-12-05T06:00:00+00:00,0.2452,-0.0048,2015-12-08T06:00:00+00:00
z_ke_mandera_south,2015-12-01,6.36,-9.6,2015-12-15T06:00:00+00:00,0.2499,-0.0001,2015-12-18T06:00:00+00:00
z_ke_mandera_south,2015-12-11,10.21,-4.42,2015-12-25T06:00:00+00:00,0.2488,-0.0012,2015-12-28T06:00:00+00:00
z_ke_mandera_south,2015-12-21,21.2,9.6,2016-01-05T06:00:00+00:00,0.2668,0.0168,2016-01-08T06:00:00+00:00
z_ke_mandera_south,2016-01-01,0.0,-6.58,2016-01-15T06:00:00+00:00,0.2519,0.0019,2016-01-18T06:00:00+00:00
z_ke_mandera_south,2016-01-11,0.0,-1.28,2016-01-25T06:00:00+00:00,0.2467,-0.0033,2016-01-28T06:00:00+00:00
z_ke_mandera_south,2016-01-21,0.0,0.0,2016-02-05T06:00:00+00:00,0.2532,0.0032,2016-02-08T06:00:00+00:00
z_ke_mandera_south,2016-02-01,1.28,1.28,2016-02-15T06:00:00+00:00,0.2577,0.0077,2016-02-18T06:00:00+00:00
z_ke_mandera_south,2016-02-11,0.0,-2.69,2016-02-25T06:00:00+00:00,0.2564,0.0064,2016-02-28T06:00:00+00:00
z_ke_mandera_south,2016-02-21,7.24,0.86,2016-03-05T06:00:00+00:00,0.2503,0.0003,2016-03-08T06:00:00+00:00
z_ke_mandera_south,2016-03-01,5.19,-4.03,2016-03-15T06:00:00+00:00,0.2329,-0.0171,2016-03-18T06:00:00+00:00
z_ke_mandera_south,2016-03-11,26.32,13.83,2016-03-25T06:00:00+00:00,0.2601,-0.0086,2016-03-28T06:00:00+00:00
z_ke_mandera_south,2016-03-21,11.15,-4.27,2016-04-05T06:00:00+00:00,0.2679,-0.0312,2016-04-08T06:00:00+00:00
z_ke_mandera_south,2016-04-01,32.05,13.96,2016-04-15T06:00:00+00:00,0.3074,-0.0234,2016-04-18T06:00:00+00:00
z_ke_mandera_south,2016-04-11,14.93,-5.04,2016-04-25T06:00:00+00:00,0.3321,-0.025,2016-04-28T06:00:00+00:00
z_ke_mandera_south,2016-04-21,23.48,-1.25,2016-05-05T06:00:00+00:00,0.3486,-0.0317,2016-05-08T06:00:00+00:00
z_ke_mandera_south,2016-05-01,37.93,7.48,2016-05-15T06:00:00+00:00,0.359,-0.0406,2016-05-18T06:00:00+00:00
z_ke_mandera_south,2016-05-11,42.7,8.17,2016-05-25T06:00:00+00:00,0.3788,-0.0357,2016-05-28T06:00:00+00:00
z_ke_mandera_south,2016-05-21,37.36,0.88,2016-06-05T06:00:00+00:00,0.3935,-0.0311,2016-06-08T06:00:00+00:00
z_ke_mandera_south,2016-06-01,39.56,3.72,2016-06-15T06:00:00+00:00,0.4135,-0.0162,2016-06-18T06:00:00+00:00
z_ke_mandera_south,2016-06-11,37.1,4.42,2016-06-25T06:00:00+00:00,0.4255,-0.0032,2016-06-28T06:00:00+00:00
z_ke_mandera_south,2016-06-21,31.74,4.49,2016-07-05T06:00:00+00:00,0.4322,0.0096,2016-07-08T06:00:00+00:00
z_ke_mandera_south,2016-07-01,14.59,-5.41,2016-07-15T06:00:00+00:00,0.4368,0.0255,2016-07-18T06:00:00+00:00
z_ke_mandera_south,2016-07-11,7.89,-3.62,2016-07-25T06:00:00+00:00,0.4145,0.0193,2016-07-28T06:00:00+00:00
z_ke_mandera_south,2016-07-21,11.1,5.31,2016-08-05T06:00:00+00:00,0.3861,0.0112,2016-08-08T06:00:00+00:00
z_ke_mandera_south,2016-08-01,5.39,3.69,2016-08-15T06:00:00+00:00,0.3703,0.022,2016-08-18T06:00:00+00:00
z_ke_mandera_south,2016-08-11,0.0,0.0,2016-08-25T06:00:00+00:00,0.3459,0.0249,2016-08-28T06:00:00+00:00
z_ke_mandera_south,2016-08-21,0.0,0.0,2016-09-05T06:00:00+00:00,0.3293,0.0377,2016-09-08T06:00:00+00:00
z_ke_mandera_south,2016-09-01,0.3,0.3,2016-09-15T06:00:00+00:00,0.3198,0.0618,2016-09-18T06:00:00+00:00
z_ke_mandera_south,2016-09-11,0.0,0.0,2016-09-25T06:00:00+00:00,0.2966,0.0466,2016-09-28T06:00:00+00:00
z_ke_mandera_south,2016-09-21,0.0,0.0,2016-10-05T06:00:00+00:00,0.2847,0.0347,2016-10-08T06:00:00+00:00
z_ke_mandera_south,2016-10-01,0.0,0.0,2016-10-15T06:00:00+00:00,0.2812,0.0312,2016-10-18T06:00:00+00:00
z_ke_mandera_south,2016-10-11,7.84,7.84,2016-10-25T06:00:00+00:00,0.2827,0.0327,2016-10-28T06:00:00+00:00
z_ke_mandera_south,2016-10-21,7.28,3.6,2016-11-05T06:00:00+00:00,0.2775,0.0275,2016-11-08T06:00:00+00:00
z_ke_mandera_south,2016-11-01,1.74,-7.43,2016-11-15T06:00:00+00:00,0.2649,0.0149,2016-11-18T06:00:00+00:00
z_ke_mandera_south,2016-11-11,6.37,-6.69,2016-11-25T06:00:00+00:00,0.2442,-0.0058,2016-11-28T06:00:00+00:00
z_ke_mandera_south,2016-11-21,11.89,-3.52,2016-12-05T06:00:00+00:00,0.2508,0.0008,2016-12-08T06:00:00+00:00
z_ke_mandera_south,2016-12-01,21.9,5.94,2016-12-15T06:00:00+00:00,0.2622,0.0122,2016-12-18T06:00:00+00:00
z_ke_mandera_south,2016-12-11,13.4,-1.24,2016-12-25T06:00:00+00:00,0.2618,0.0118,2016-12-28T06:00:00+00:00
z_ke_mandera_south,2016-12-21,8.81,-2.79,2017-01-05T06:00:00+00:00,0.2462,-0.0038,2017-01-08T06:00:00+00:00
z_ke_mandera_south,2017-01-01,12.39,5.8,2017-01-15T06:00:00+00:00,0.2521,0.0021,2017-01-18T06:00:00+00:00
z_ke_mandera_south,2017-01-11,0.0,-1.28,2017-01-25T06:00:00+00:00,0.2507,0.0007,2017-01-28T06:00:00+00:00
z_ke_mandera_south,2017-01-21,0.0,0.0,2017-02-05T06:00:00+00:00,0.2487,-0.0013,2017-02-08T06:00:00+00:00
z_ke_mandera_south,2017-02-01,9.18,9.18,2017-02-15T06:00:00+00:00,0.2579,0.0079,2017-02-18T06:00:00+00:00
z_ke_mandera_south,2017-02-11,11.15,8.46,2017-02-25T06:00:00+00:00,0.2604,0.0104,2017-02-28T06:00:00+00:00
z_ke_mandera_south,2017-02-21,0.0,-6.39,2017-03-05T06:00:00+00:00,0.2454,-0.0046,2017-03-08T06:00:00+00:00
z_ke_mandera_south,2017-03-01,10.58,1.36,2017-03-15T06:00:00+00:00,0.2378,-0.0122,2017-03-18T06:00:00+00:00
z_ke_mandera_south,2017-03-11,13.8,1.3,2017-03-25T06:00:00+00:00,0.2486,-0.0201,2017-03-28T06:00:00+00:00
z_ke_mandera_south,2017-03-21,22.95,7.54,2017-04-05T06:00:00+00:00,0.2718,-0.0273,2017-04-08T06:00:00+00:00
z_ke_mandera_south,2017-04-01,22.32,4.23,2017-04-15T06:00:00+00:00,0.299,-0.0318,2017-04-18T06:00:00+00:00
z_ke_mandera_south,2017-04-11,20.94,0.98,2017-04-25T06:00:00+00:00,0.3382,-0.0189,2017-04-28T06:00:00+00:00
z_ke_mandera_south,2017-04-21,24.35,-0.38,2017-05-05T06:00:00+00:00,0.3488,-0.0315,2017-05-08T06:00:00+00:00
z_ke_mandera_south,2017-05-01,36.68,6.23,2017-05-15T06:00:00+00:00,0.3843,-0.0154,2017-05-18T06:00:00+00:00
z_ke_mandera_south,2017-05-11,36.53,2.0,2017-05-25T06:00:00+00:00,0.4002,-0.0143,2017-05-28T06:00:00+00:00
z_ke_mandera_south,2017-05-21,50.19,13.71,2017-06-05T06:00:00+00:00,0.4169,-0.0077,2017-06-08T06:00:00+00:00
z_ke_mandera_south,2017-06-01,41.2,5.36,2017-06-15T06:00:00+00:00,0.4446,0.0149,2017-06-18T06:00:00+00:00
