event_id,event_date,zone_id,event_type,sub_event_type,fatalities,actor1,actor2,notes,lon,lat,available_at
SEED000049,2012-05-27,z_et_suftu,Strategic developments,,5,Northgate Pastoralist Bloc,Riverine Self-Defence Group,Reported incident involving Northgate Pastoralist Bloc and Riverine Self-Defence Group.,41.541879280723684,4.2589366120029,2012-06-05T12:00:00+00:00
SEED000050,2012-05-23,z_so_dolow,Protests,,0,Border Watch Irregulars,Rangeland Defence Front,Reported incident involving Border Watch Irregulars and Rangeland Defence Front.,42.11925145819919,4.294323242724407,2012-05-28T12:00:00+00:00
SEED000051,2012-06-01,z_ke_mandera_south,Battles,,4,Rangeland Defence Front,Border Watch Irregulars,Reported incident involving Rangeland Defence Front and Border Watch Irregulars.,41.52111709185447,3.6631565479079695,2012-06-04T12:00:00+00:00
SEED000052,2012-06-09,z_ke_arabia,Riots,,5,Rangeland Defence Front,Northgate Pastoralist Bloc,Reported incident involving Rangeland Defence Front and Northgate Pastoralist Bloc.,41.7521989725327,3.7096859923272207,2012-06-12T12:00:00+00:00
SEED000053,2012-06-07,z_ke_mandera_west,Violence against civilians,,2,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,41.590164996663475,3.945613551957852,2012-06-15T12:00:00+00:00
SEED000054,2012-06-08,z_ke_mandera_west,Battles,,0,Border Watch Irregulars,Northgate Pastoralist Bloc,Reported incident involving Border Watch Irregulars and Northgate Pastoralist Bloc.,41.50905321356725,4.032958240846137,2012-06-14T12:00:00+00:00
SEED000055,2012-06-04,z_so_bulohawo,Battles,,3,Northgate Pastoralist Bloc,Border Watch Irregulars,Reported incident involving Northgate Pastoralist Bloc and Border Watch Irregulars.,42.05835772221574,3.902349973111278,2012-06-09T12:00:00+00:00
SEED000056,2012-06-03,z_so_dolow,Protests,,5,Rangeland Defence Front,Highland Communal Militia,Reported incident involving Rangeland Defence Front and Highland Communal Militia.,42.0189376276327,4.212794507861121,2012-06-12T12:00:00+00:00
SEED000057,2012-06-18,z_ke_mandera_south,Riots,,0,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,41.515318189355554,3.73076909010116,2012-06-26T12:00:00+00:00
SEED000058,2012-06-16,z_so_bulohawo_s,Battles,,5,Riverine Self-Defence Group,Northgate Pastoralist Bloc,Reported incident involving Riverine Self-Defence Group and Northgate Pastoralist Bloc.,42.12313279784255,3.6688753176125815,2012-06-22T12:00:00+00:00
SEED000059,2012-06-15,z_et_suftu,Protests,,5,Northgate Pastoralist Bloc,Riverine Self-Defence Group,Reported incident involving Northgate Pastoralist Bloc and Riverine Self-Defence Group.,41.53945528021894,4.2345216541567865,2012-06-20T12:00:00+00:00
SEED000060,2012-06-13,z_et_dolo_ado,Strategic developments,,3,Highland Communal Militia,Rangeland Defence Front,Reported incident involving Highland Communal Militia and Rangeland Defence Front.,41.742276577939684,4.162711540065432,2012-06-16T12:00:00+00:00
SEED000061,2012-06-28,z_ke_mandera_south,Riots,,3,Rangeland Defence Front,Riverine Self-Defence Group,Reported incident involving Rangeland Defence Front and Riverine Self-Defence Group.,41.5984551453061,3.7160072472084793,2012-07-07T12:00:00+00:00
SEED000062,2012-06-24,z_so_bulohawo_s,Protests,,4,Highland Communal Militia,Rangeland Defence Front,Reported incident involving Highland Communal Militia and Rangeland Defence Front.,41.99537404923662,3.8159747425070476,2012-07-01T12:00:00+00:00
SEED000063,2012-06-28,z_so_bulohawo_s,Battles,,1,Rangeland Defence Front,Riverine Self-Defence Group,Reported incident involving Rangeland Defence Front and Riverine Self-Defence Group.,42.00786285449048,3.8147656505472014,2012-06-30T12:00:00+00:00
SEED000064,2012-07-03,z_ke_mandera_town,Violence against civilians,,2,Highland Communal Militia,Northgate Pastoralist Bloc,Reported incident involving Highland Communal Militia and Northgate Pastoralist Bloc.,41.70652102926654,3.964361038031316,2012-07-06T12:00:00+00:00
SEED000065,2012-07-02,z_ke_mandera_town,Violence against civilians,,2,Highland Communal Militia,Rangeland Defence Front,Reported incident involving Highland Communal Militia and Rangeland Defence Front.,41.708283150627665,4.017265464156084,2012-07-04T12:00:00+00:00
SEED000066,2012-07-07,z_et_suftu,Battles,,3,Rangeland Defence Front,Riverine Self-Defence Group,Reported incident involving Rangeland Defence Front and Riverine Self-Defence Group.,41.549460380139806,4.221698729000196,2012-07-09T12:00:00+00:00
SEED000067,2012-07-08,z_et_suftu,Strategic developments,,0,Border Watch Irregulars,Rangeland Defence Front,Reported incident involving Border Watch Irregulars and Rangeland Defence Front.,41.50012124685681,4.178615720536011,2012-07-12T12:00:00+00:00
SEED000068,2012-07-11,z_so_bulohawo_s,Battles,,4,Riverine Self-Defence Group,Rangeland Defence Front,Reported incident involving Riverine Self-Defence Group and Rangeland Defence Front.,42.0493142184609,3.77045996322013,2012-07-16T12:00:00+00:00
SEED000069,2012-07-11,z_ke_mandera_west,Strategic developments,,5,Riverine Self-Defence Group,Rangeland Defence Front,Reported incident involving Riverine Self-Defence Group and Rangeland Defence Front.,41.48455267949736,3.853917318107264,2012-07-17T12:00:00+00:00
SEED000070,2012-07-14,z_et_dolo_ado,Protests,,4,Riverine Self-Defence Group,Rangeland Defence Front,Reported incident involving Riverine Self-Defence Group and Rangeland Defence Front.,41.79512531379711,4.219725309746393,2012-07-22T12:00:00+00:00
SEED000071,2012-07-26,z_ke_mandera_south,Riots,,1,Border Watch Irregulars,Rangeland Defence Front,Reported incident involving Border Watch Irregulars and Rangeland Defence Front.,41.50144556937283,3.6517587645684304,2012-07-31T12:00:00+00:00
SEED000072,2012-07-25,z_ke_mandera_town,Violence against civilians,,0,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,41.77943480491721,3.9425427980562366,2012-08-03T12:00:00+00:00
SEED000073,2012-07-25,z_so_dolow,Battles,,1,Highland Communal Militia,Northgate Pastoralist Bloc,Reported incident involving Highland Communal Militia and Northgate Pastoralist Bloc.,42.059511268656344,4.139930411709987,2012-07-31T12:00:00+00:00
SEED000074,2012-08-03,z_so_bulohawo_s,Violence against civilians,,5,Rangeland Defence Front,Border Watch Irregulars,Reported incident involving Rangeland Defence Front and Border Watch Irregulars.,42.03941784489516,3.886333682544188,2012-08-06T12:00:00+00:00
SEED000075,2012-08-06,z_ke_mandera_west,Strategic developments,,3,Northgate Pastoralist Bloc,Highland Communal Militia,Reported incident involving Northgate Pastoralist Bloc and Highland Communal Militia.,41.552639703939995,4.106571681206874,2012-08-12T12:00:00+00:00
SEED000076,2012-08-12,z_ke_mandera_west,Strategic developments,,5,Rangeland Defence Front,Riverine Self-Defence Group,Reported incident involving Rangeland Defence Front and Riverine Self-Defence Group.,41.49852745693537,4.013979410511121,2012-08-17T12:00:00+00:00
SEED000077,2012-08-27,z_ke_mandera_south,Battles,,5,Border Watch Irregulars,Highland Communal Militia,Reported incident involving Border Watch Irregulars and Highland Communal Militia.,41.55820376975372,3.689655440591482,2012-09-02T12:00:00+00:00
SEED000078,2012-08-29,z_so_bulohawo,Violence against civilians,,4,Northgate Pastoralist Bloc,Riverine Self-Defence Group,Reported incident involving Northgate Pastoralist Bloc and Riverine Self-Defence Group.,42.00842025339638,3.9634363091035563,2012-09-05T12:00:00+00:00
SEED000079,2012-09-08,z_et_dolo_ado,Riots,,4,Highland Communal Militia,Riverine Self-Defence Group,Reported incident involving Highland Communal Militia and Riverine Self-Defence Group.,41.7371614284243,4.154921575718694,2012-09-16T12:00:00+00:00
SEED000080,2012-09-14,z_ke_mandera_west,Strategic developments,,4,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,41.590086248899944,3.926304792323726,2012-09-16T12:00:00+00:00
SEED000081,2012-09-14,z_ke_mandera_town,Strategic developments,,2,Border Watch Irregulars,Highland Communal Militia,Reported incident involving Border Watch Irregulars and Highland Communal Militia.,41.75418751112055,3.8662872357913463,2012-09-22T12:00:00+00:00
SEED000082,2012-09-15,z_so_bulohawo,Strategic developments,,5,Riverine Self-Defence Group,Northgate Pastoralist Bloc,Reported incident involving Riverine Self-Defence Group and Northgate Pastoralist Bloc.,42.0180862205803,3.9730852603459197,2012-09-21T12:00:00+00:00
SEED000083,2012-09-21,z_so_bulohawo_s,Violence against civilians,,2,Highland Communal Militia,Riverine Self-Defence Group,Reported incident involving Highland Communal Militia and Riverine Self-Defence Group.,42.004566703039536,3.61377214201798,2012-09-27T12:00:00+00:00
SEED000084,2012-09-25,z_et_suftu,Strategic developments,,0,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,41.518068811605026,4.1573109913376225,2012-10-04T12:00:00+00:00
SEED000085,2012-09-24,z_so_dolow,Riots,,3,Rangeland Defence Front,Riverine Self-Defence Group,Reported incident involving Rangeland Defence Front and Riverine Self-Defence Group.,42.07574034705357,4.24682385782029,2012-09-28T12:00:00+00:00
SEED000086,2012-10-03,z_so_bulohawo_s,Riots,,5,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,42.150352342391,3.669339447839314,2012-10-08T12:00:00+00:00
SEED000087,2012-10-05,z_so_bulohawo_s,Battles,,3,Border Watch Irregulars,Riverine Self-Defence Group,Reported incident involving Border Watch Irregulars and Riverine Self-Defence Group.,42.04661885434529,3.697762082941094,2012-10-11T12:00:00+00:00
SEED000088,2012-10-06,z_so_bulohawo,Riots,,1,Riverine Self-Defence Group,Northgate Pastoralist Bloc,Reported incident involving Riverine Self-Defence Group and Northgate Pastoralist Bloc.,41.9878022586211,3.939736929123243,2012-10-12T12:00:00+00:00
SEED000089,2012-10-05,z_et_suftu,Riots,,1,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,41.57852349196379,4.146006049355015,2012-10-12T12:00:00+00:00
SEED000090,2012-10-04,z_et_dolo_ado,Protests,,5,Northgate Pastoralist Bloc,Riverine Self-Defence Group,Reported incident involving Northgate Pastoralist Bloc and Riverine Self-Defence Group.,41.81608178408426,4.278421212017262,2012-10-10T12:00:00+00:00
SEED000091,2012-10-02,z_so_dolow,Strategic developments,,0,Border Watch Irregulars,Northgate Pastoralist Bloc,Reported incident involving Border Watch Irregulars and Northgate Pastoralist Bloc.,42.03915958635823,4.173887762266029,2012-10-07T12:00:00+00:00
SEED000092,2012-10-14,z_ke_arabia,Violence against civilians,,3,Border Watch Irregulars,Northgate Pastoralist Bloc,Reported incident involving Border Watch Irregulars and Northgate Pastoralist Bloc.,41.66960580157712,3.781313035607265,2012-10-23T12:00:00+00:00
SEED000093,2012-10-14,z_ke_mandera_west,Violence against civilians,,3,Rangeland Defence Front,Highland Communal Militia,Reported incident involving Rangeland Defence Front and Highland Communal Militia.,41.577091055886264,3.913769297392533,2012-10-18T12:00:00+00:00
SEED000094,2012-10-15,z_ke_mandera_town,Violence against civilians,,4,Border Watch Irregulars,Highland Communal Militia,Reported incident involving Border Watch Irregulars and Highland Communal Militia.,41.879533318288175,3.9085018647332737,2012-10-17T12:00:00+00:00
SEED000095,2012-10-14,z_et_suftu,Riots,,2,Northgate Pastoralist Bloc,Highland Communal Militia,Reported incident involving Northgate Pastoralist Bloc and Highland Communal Militia.,41.57551530148187,4.273490226359298,2012-10-17T12:00:00+00:00
SEED000096,2012-11-05,z_ke_mandera_south,Battles,,2,Highland Communal Militia,Rangeland Defence Front,Reported incident involving Highland Communal Militia and Rangeland Defence Front.,41.627435886915535,3.6980009420190814,2012-11-12T12:00:00+00:00
SEED000097,2012-11-09,z_so_bulohawo,Strategic developments,,1,Riverine Self-Defence Group,Northgate Pastoralist Bloc,Reported incident involving Riverine Self-Defence Group and Northgate Pastoralist Bloc.,42.003426109495685,4.052628721178707,2012-11-13T12:00:00+00:00
SEED000098,2012-11-09,z_et_suftu,Protests,,2,Riverine Self-Defence Group,Northgate Pastoralist Bloc,Reported incident involving Riverine Self-Defence Group and Northgate Pastoralist Bloc.,41.59866317162962,4.150764232112234,2012-11-16T12:00:00+00:00
SEED000099,2012-11-24,z_ke_mandera_south,Battles,,5,Riverine Self-Defence Group,Highland Communal Militia,Reported incident involving Riverine Self-Defence Group and Highland Communal Militia.,41.53865070287419,3.6897830349684195,2012-11-26T12:00:00+00:00
SEED000100,2012-11-23,z_ke_arabia,Violence against civilians,,3,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,41.81518240969911,3.813648522787395,2012-11-25T12:00:00+00:00
SEED000101,2012-11-28,z_ke_mandera_town,Riots,,3,Highland Communal Militia,Northgate Pastoralist Bloc,Reported incident involving Highland Communal Militia and Northgate Pastoralist Bloc.,41.81782964305939,3.958180162987937,2012-12-04T12:00:00+00:00
SEED000102,2012-11-25,z_et_dolo_ado,Strategic developments,,1,Northgate Pastoralist Bloc,Border Watch Irregulars,Reported incident involving Northgate Pastoralist Bloc and Border Watch Irregulars.,41.71920379112561,4.186017837575438,2012-11-27T12:00:00+00:00
SEED000103,2012-12-07,z_ke_arabia,Riots,,3,Border Watch Irregulars,Rangeland Defence Front,Reported incident involving Border Watch Irregulars and Rangeland Defence Front.,41.81540393398362,3.6178724676953653,2012-12-12T12:00:00+00:00
SEED000104,2012-12-02,z_so_bulohawo_s,Battles,,4,Highland Communal Militia,Border Watch Irregulars,Reported incident involving Highland Communal Militia and Border Watch Irregulars.,42.05046510449131,3.7042028621785006,2012-12-09T12:00:00+00:00
SEED000105,2012-12-09,z_so_dolow,Riots,,0,Riverine Self-Defence Group,Highland Communal Militia,Reported incident involving Riverine Self-Defence Group and Highland Communal Militia.,41.978377111953286,4.250780187717548,2012-12-16T12:00:00+00:00
SEED000106,2012-12-11,z_ke_arabia,Protests,,0,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,41.77643338666305,3.750766781013498,2012-12-14T12:00:00+00:00
SEED000107,2012-12-11,z_ke_arabia,Battles,,3,Border Watch Irregulars,Highland Communal Militia,Reported incident involving Border Watch Irregulars and Highland Communal Militia.,41.829438746749275,3.710372440508474,2012-12-13T12:00:00+00:00
SEED000108,2012-12-14,z_so_bulohawo_s,Strategic developments,,0,Highland Communal Militia,Border Watch Irregulars,Reported incident involving Highland Communal Militia and Border Watch Irregulars.,42.07280641791862,3.6705792285834624,2012-12-20T12:00:00+00:00
SEED000109,2012-12-24,z_et_dolo_ado,Riots,,1,Riverine Self-Defence Group,Northgate Pastoralist Bloc,Reported incident involving Riverine Self-Defence Group and Northgate Pastoralist Bloc.,41.70520846075979,4.283223201169587,2013-01-01T12:00:00+00:00
SEED000110,2012-12-27,z_et_dolo_ado,Battles,,1,Border Watch Irregulars,Northgate Pastoralist Bloc,Reported incident involving Border Watch Irregulars and Northgate Pastoralist Bloc.,41.76523821757251,4.224639533478202,2013-01-04T12:00:00+00:00
SEED000111,2013-01-03,z_ke_mandera_town,Strategic developments,,2,Riverine Self-Defence Group,Northgate Pastoralist Bloc,Reported incident involving Riverine Self-Defence Group and Northgate Pastoralist Bloc.,41.83372425657574,3.9261685522438654,2013-01-09T12:00:00+00:00
SEED000112,2013-01-03,z_ke_mandera_town,Protests,,0,Northgate Pastoralist Bloc,Rangeland Defence Front,Reported incident involving Northgate Pastoralist Bloc and Rangeland Defence Front.,41.766148639555205,3.959632428950413,2013-01-06T12:00:00+00:00
SEED000113,2013-01-01,z_so_bulohawo,Strategic developments,,2,Highland Communal Militia,Rangeland Defence Front,Reported incident involving Highland Communal Militia and Rangeland Defence Front.,42.08433629497611,4.095052626563664,2013-01-09T12:00:00+00:00
SEED000114,2013-01-01,z_et_suftu,Protests,,3,Riverine Self-Defence Group,Rangeland Defence Front,Reported incident involving Riverine Self-Defence Group and Rangeland Defence Front.,41.54678918475784,4.250166307901994,2013-01-03T12:00:00+00:00
SEED000115,2013-01-08,z_so_dolow,Protests,,5,Border Watch Irregulars,Riverine Self-Defence Group,Reported incident involving Border Watch Irregulars and Riverine Self-Defence Group.,41.90534250456985,4.1551308884488085,2013-01-10T12:00:00+00:00
